instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
18412802,71925,NIFTY26APR21450CE,NIFTY,0.0,2026-04-28,21450.0,0.05,65,CE,NFO-OPT,NFO
18413058,71926,NIFTY26APR21450PE,NIFTY,0.0,2026-04-28,21450.0,0.05,65,PE,NFO-OPT,NFO
18412290,71923,NIFTY26APR21400CE,NIFTY,0.0,2026-04-28,21400.0,0.05,65,CE,NFO-OPT,NFO
18412546,71924,NIFTY26APR21400PE,NIFTY,0.0,2026-04-28,21400.0,0.05,65,PE,NFO-OPT,NFO
18411778,71921,NIFTY26APR21350CE,NIFTY,0.0,2026-04-28,21350.0,0.05,65,CE,NFO-OPT,NFO
18412034,71922,NIFTY26APR21350PE,NIFTY,0.0,2026-04-28,21350.0,0.05,65,PE,NFO-OPT,NFO
18410242,71915,NIFTY26APR21300CE,NIFTY,0.0,2026-04-28,21300.0,0.05,65,CE,NFO-OPT,NFO
18410498,71916,NIFTY26APR21300PE,NIFTY,0.0,2026-04-28,21300.0,0.05,65,PE,NFO-OPT,NFO
18409730,71913,NIFTY26APR21250CE,NIFTY,0.0,2026-04-28,21250.0,0.05,65,CE,NFO-OPT,NFO
18409986,71914,NIFTY26APR21250PE,NIFTY,0.0,2026-04-28,21250.0,0.05,65,PE,NFO-OPT,NFO
18404610,71893,NIFTY26APR21200CE,NIFTY,0.0,2026-04-28,21200.0,0.05,65,CE,NFO-OPT,NFO
18404866,71894,NIFTY26APR21200PE,NIFTY,0.0,2026-04-28,21200.0,0.05,65,PE,NFO-OPT,NFO
18400002,71875,NIFTY26APR21150CE,NIFTY,0.0,2026-04-28,21150.0,0.05,65,CE,NFO-OPT,NFO
18400258,71876,NIFTY26APR21150PE,NIFTY,0.0,2026-04-28,21150.0,0.05,65,PE,NFO-OPT,NFO
18399490,71873,NIFTY26APR21100CE,NIFTY,0.0,2026-04-28,21100.0,0.05,65,CE,NFO-OPT,NFO
18399746,71874,NIFTY26APR21100PE,NIFTY,0.0,2026-04-28,21100.0,0.05,65,PE,NFO-OPT,NFO
18398978,71871,NIFTY26APR21050CE,NIFTY,0.0,2026-04-28,21050.0,0.05,65,CE,NFO-OPT,NFO
18399234,71872,NIFTY26APR21050PE,NIFTY,0.0,2026-04-28,21050.0,0.05,65,PE,NFO-OPT,NFO
18396930,71863,NIFTY26APR21000CE,NIFTY,0.0,2026-04-28,21000.0,0.05,65,CE,NFO-OPT,NFO
18397186,71864,NIFTY26APR21000PE,NIFTY,0.0,2026-04-28,21000.0,0.05,65,PE,NFO-OPT,NFO
18396418,71861,NIFTY26APR20950CE,NIFTY,0.0,2026-04-28,20950.0,0.05,65,CE,NFO-OPT,NFO
18396674,71862,NIFTY26APR20950PE,NIFTY,0.0,2026-04-28,20950.0,0.05,65,PE,NFO-OPT,NFO
18395394,71857,NIFTY26APR20900CE,NIFTY,0.0,2026-04-28,20900.0,0.05,65,CE,NFO-OPT,NFO
18395650,71858,NIFTY26APR20900PE,NIFTY,0.0,2026-04-28,20900.0,0.05,65,PE,NFO-OPT,NFO
18394882,71855,NIFTY26APR20850CE,NIFTY,0.0,2026-04-28,20850.0,0.05,65,CE,NFO-OPT,NFO
18395138,71856,NIFTY26APR20850PE,NIFTY,0.0,2026-04-28,20850.0,0.05,65,PE,NFO-OPT,NFO
18394370,71853,NIFTY26APR20800CE,NIFTY,0.0,2026-04-28,20800.0,0.05,65,CE,NFO-OPT,NFO
18394626,71854,NIFTY26APR20800PE,NIFTY,0.0,2026-04-28,20800.0,0.05,65,PE,NFO-OPT,NFO
18393858,71851,NIFTY26APR20750CE,NIFTY,0.0,2026-04-28,20750.0,0.05,65,CE,NFO-OPT,NFO
18394114,71852,NIFTY26APR20750PE,NIFTY,0.0,2026-04-28,20750.0,0.05,65,PE,NFO-OPT,NFO
18392834,71847,NIFTY26APR20700CE,NIFTY,0.0,2026-04-28,20700.0,0.05,65,CE,NFO-OPT,NFO
18393602,71850,NIFTY26APR20700PE,NIFTY,0.0,2026-04-28,20700.0,0.05,65,PE,NFO-OPT,NFO
18389762,71835,NIFTY26APR20650CE,NIFTY,0.0,2026-04-28,20650.0,0.05,65,CE,NFO-OPT,NFO
18392578,71846,NIFTY26APR20650PE,NIFTY,0.0,2026-04-28,20650.0,0.05,65,PE,NFO-OPT,NFO
18388738,71831,NIFTY26APR20600CE,NIFTY,0.0,2026-04-28,20600.0,0.05,65,CE,NFO-OPT,NFO
18389506,71834,NIFTY26APR20600PE,NIFTY,0.0,2026-04-28,20600.0,0.05,65,PE,NFO-OPT,NFO
18388226,71829,NIFTY26APR20550CE,NIFTY,0.0,2026-04-28,20550.0,0.05,65,CE,NFO-OPT,NFO
18388482,71830,NIFTY26APR20550PE,NIFTY,0.0,2026-04-28,20550.0,0.05,65,PE,NFO-OPT,NFO
18387714,71827,NIFTY26APR20500CE,NIFTY,0.0,2026-04-28,20500.0,0.05,65,CE,NFO-OPT,NFO
18387970,71828,NIFTY26APR20500PE,NIFTY,0.0,2026-04-28,20500.0,0.05,65,PE,NFO-OPT,NFO
18387202,71825,NIFTY26APR20450CE,NIFTY,0.0,2026-04-28,20450.0,0.05,65,CE,NFO-OPT,NFO
18387458,71826,NIFTY26APR20450PE,NIFTY,0.0,2026-04-28,20450.0,0.05,65,PE,NFO-OPT,NFO
18386690,71823,NIFTY26APR20400CE,NIFTY,0.0,2026-04-28,20400.0,0.05,65,CE,NFO-OPT,NFO
18386946,71824,NIFTY26APR20400PE,NIFTY,0.0,2026-04-28,20400.0,0.05,65,PE,NFO-OPT,NFO
18384642,71815,NIFTY26APR20350CE,NIFTY,0.0,2026-04-28,20350.0,0.05,65,CE,NFO-OPT,NFO
18386434,71822,NIFTY26APR20350PE,NIFTY,0.0,2026-04-28,20350.0,0.05,65,PE,NFO-OPT,NFO
18383618,71811,NIFTY26APR20300CE,NIFTY,0.0,2026-04-28,20300.0,0.05,65,CE,NFO-OPT,NFO
18383874,71812,NIFTY26APR20300PE,NIFTY,0.0,2026-04-28,20300.0,0.05,65,PE,NFO-OPT,NFO
18383106,71809,NIFTY26APR20250CE,NIFTY,0.0,2026-04-28,20250.0,0.05,65,CE,NFO-OPT,NFO
18383362,71810,NIFTY26APR20250PE,NIFTY,0.0,2026-04-28,20250.0,0.05,65,PE,NFO-OPT,NFO
18382594,71807,NIFTY26APR20200CE,NIFTY,0.0,2026-04-28,20200.0,0.05,65,CE,NFO-OPT,NFO
18382850,71808,NIFTY26APR20200PE,NIFTY,0.0,2026-04-28,20200.0,0.05,65,PE,NFO-OPT,NFO
18382082,71805,NIFTY26APR20150CE,NIFTY,0.0,2026-04-28,20150.0,0.05,65,CE,NFO-OPT,NFO
18382338,71806,NIFTY26APR20150PE,NIFTY,0.0,2026-04-28,20150.0,0.05,65,PE,NFO-OPT,NFO
18381570,71803,NIFTY26APR20100CE,NIFTY,0.0,2026-04-28,20100.0,0.05,65,CE,NFO-OPT,NFO
18381826,71804,NIFTY26APR20100PE,NIFTY,0.0,2026-04-28,20100.0,0.05,65,PE,NFO-OPT,NFO
18977538,74131,NIFTY2650523850CE,NIFTY,0.0,2026-05-05,23850.0,0.05,65,CE,NFO-OPT,NFO
18977794,74132,NIFTY2650523850PE,NIFTY,0.0,2026-05-05,23850.0,0.05,65,PE,NFO-OPT,NFO
18977026,74129,NIFTY2650523800CE,NIFTY,0.0,2026-05-05,23800.0,0.05,65,CE,NFO-OPT,NFO
18977282,74130,NIFTY2650523800PE,NIFTY,0.0,2026-05-05,23800.0,0.05,65,PE,NFO-OPT,NFO
18978050,74133,NIFTY2650523900CE,NIFTY,0.0,2026-05-05,23900.0,0.05,65,CE,NFO-OPT,NFO
18978306,74134,NIFTY2650523900PE,NIFTY,0.0,2026-05-05,23900.0,0.05,65,PE,NFO-OPT,NFO
18975490,74123,NIFTY2650523750CE,NIFTY,0.0,2026-05-05,23750.0,0.05,65,CE,NFO-OPT,NFO
18976770,74128,NIFTY2650523750PE,NIFTY,0.0,2026-05-05,23750.0,0.05,65,PE,NFO-OPT,NFO
18978562,74135,NIFTY2650523950CE,NIFTY,0.0,2026-05-05,23950.0,0.05,65,CE,NFO-OPT,NFO
18981378,74146,NIFTY2650523950PE,NIFTY,0.0,2026-05-05,23950.0,0.05,65,PE,NFO-OPT,NFO
18972418,74111,NIFTY2650523700CE,NIFTY,0.0,2026-05-05,23700.0,0.05,65,CE,NFO-OPT,NFO
18975234,74122,NIFTY2650523700PE,NIFTY,0.0,2026-05-05,23700.0,0.05,65,PE,NFO-OPT,NFO
18981634,74147,NIFTY2650524000CE,NIFTY,0.0,2026-05-05,24000.0,0.05,65,CE,NFO-OPT,NFO
18983426,74154,NIFTY2650524000PE,NIFTY,0.0,2026-05-05,24000.0,0.05,65,PE,NFO-OPT,NFO
18971906,74109,NIFTY2650523650CE,NIFTY,0.0,2026-05-05,23650.0,0.05,65,CE,NFO-OPT,NFO
18972162,74110,NIFTY2650523650PE,NIFTY,0.0,2026-05-05,23650.0,0.05,65,PE,NFO-OPT,NFO
18983682,74155,NIFTY2650524050CE,NIFTY,0.0,2026-05-05,24050.0,0.05,65,CE,NFO-OPT,NFO
18983938,74156,NIFTY2650524050PE,NIFTY,0.0,2026-05-05,24050.0,0.05,65,PE,NFO-OPT,NFO
18971394,74107,NIFTY2650523600CE,NIFTY,0.0,2026-05-05,23600.0,0.05,65,CE,NFO-OPT,NFO
18971650,74108,NIFTY2650523600PE,NIFTY,0.0,2026-05-05,23600.0,0.05,65,PE,NFO-OPT,NFO
18984194,74157,NIFTY2650524100CE,NIFTY,0.0,2026-05-05,24100.0,0.05,65,CE,NFO-OPT,NFO
18985986,74164,NIFTY2650524100PE,NIFTY,0.0,2026-05-05,24100.0,0.05,65,PE,NFO-OPT,NFO
18970882,74105,NIFTY2650523550CE,NIFTY,0.0,2026-05-05,23550.0,0.05,65,CE,NFO-OPT,NFO
18971138,74106,NIFTY2650523550PE,NIFTY,0.0,2026-05-05,23550.0,0.05,65,PE,NFO-OPT,NFO
18986242,74165,NIFTY2650524150CE,NIFTY,0.0,2026-05-05,24150.0,0.05,65,CE,NFO-OPT,NFO
18986498,74166,NIFTY2650524150PE,NIFTY,0.0,2026-05-05,24150.0,0.05,65,PE,NFO-OPT,NFO
18970370,74103,NIFTY2650523500CE,NIFTY,0.0,2026-05-05,23500.0,0.05,65,CE,NFO-OPT,NFO
18970626,74104,NIFTY2650523500PE,NIFTY,0.0,2026-05-05,23500.0,0.05,65,PE,NFO-OPT,NFO
18986754,74167,NIFTY2650524200CE,NIFTY,0.0,2026-05-05,24200.0,0.05,65,CE,NFO-OPT,NFO
18987010,74168,NIFTY2650524200PE,NIFTY,0.0,2026-05-05,24200.0,0.05,65,PE,NFO-OPT,NFO
18987522,74170,NIFTY2650524250PE,NIFTY,0.0,2026-05-05,24250.0,0.05,65,PE,NFO-OPT,NFO
19045890,74398,NIFTY2650526150CE,NIFTY,0.0,2026-05-05,26150.0,0.05,65,CE,NFO-OPT,NFO
19046146,74399,NIFTY2650526150PE,NIFTY,0.0,2026-05-05,26150.0,0.05,65,PE,NFO-OPT,NFO
19044354,74392,NIFTY2650526100CE,NIFTY,0.0,2026-05-05,26100.0,0.05,65,CE,NFO-OPT,NFO
19044610,74393,NIFTY2650526100PE,NIFTY,0.0,2026-05-05,26100.0,0.05,65,PE,NFO-OPT,NFO
19041282,74380,NIFTY2650526050CE,NIFTY,0.0,2026-05-05,26050.0,0.05,65,CE,NFO-OPT,NFO
19043586,74389,NIFTY2650526050PE,NIFTY,0.0,2026-05-05,26050.0,0.05,65,PE,NFO-OPT,NFO
19040770,74378,NIFTY2650526000CE,NIFTY,0.0,2026-05-05,26000.0,0.05,65,CE,NFO-OPT,NFO
19041026,74379,NIFTY2650526000PE,NIFTY,0.0,2026-05-05,26000.0,0.05,65,PE,NFO-OPT,NFO
19040258,74376,NIFTY2650525950CE,NIFTY,0.0,2026-05-05,25950.0,0.05,65,CE,NFO-OPT,NFO
19040514,74377,NIFTY2650525950PE,NIFTY,0.0,2026-05-05,25950.0,0.05,65,PE,NFO-OPT,NFO
19038722,74370,NIFTY2650525900CE,NIFTY,0.0,2026-05-05,25900.0,0.05,65,CE,NFO-OPT,NFO
19040002,74375,NIFTY2650525900PE,NIFTY,0.0,2026-05-05,25900.0,0.05,65,PE,NFO-OPT,NFO
19017986,74289,NIFTY2650525850CE,NIFTY,0.0,2026-05-05,25850.0,0.05,65,CE,NFO-OPT,NFO
19038466,74369,NIFTY2650525850PE,NIFTY,0.0,2026-05-05,25850.0,0.05,65,PE,NFO-OPT,NFO
19015682,74280,NIFTY2650525800CE,NIFTY,0.0,2026-05-05,25800.0,0.05,65,CE,NFO-OPT,NFO
19017730,74288,NIFTY2650525800PE,NIFTY,0.0,2026-05-05,25800.0,0.05,65,PE,NFO-OPT,NFO
19013634,74272,NIFTY2650525750CE,NIFTY,0.0,2026-05-05,25750.0,0.05,65,CE,NFO-OPT,NFO
19015426,74279,NIFTY2650525750PE,NIFTY,0.0,2026-05-05,25750.0,0.05,65,PE,NFO-OPT,NFO
19012866,74269,NIFTY2650525700CE,NIFTY,0.0,2026-05-05,25700.0,0.05,65,CE,NFO-OPT,NFO
19013122,74270,NIFTY2650525700PE,NIFTY,0.0,2026-05-05,25700.0,0.05,65,PE,NFO-OPT,NFO
19011074,74262,NIFTY2650525650CE,NIFTY,0.0,2026-05-05,25650.0,0.05,65,CE,NFO-OPT,NFO
19011842,74265,NIFTY2650525650PE,NIFTY,0.0,2026-05-05,25650.0,0.05,65,PE,NFO-OPT,NFO
19010562,74260,NIFTY2650525600CE,NIFTY,0.0,2026-05-05,25600.0,0.05,65,CE,NFO-OPT,NFO
19010818,74261,NIFTY2650525600PE,NIFTY,0.0,2026-05-05,25600.0,0.05,65,PE,NFO-OPT,NFO
19010050,74258,NIFTY2650525550CE,NIFTY,0.0,2026-05-05,25550.0,0.05,65,CE,NFO-OPT,NFO
19010306,74259,NIFTY2650525550PE,NIFTY,0.0,2026-05-05,25550.0,0.05,65,PE,NFO-OPT,NFO
19009538,74256,NIFTY2650525500CE,NIFTY,0.0,2026-05-05,25500.0,0.05,65,CE,NFO-OPT,NFO
19009794,74257,NIFTY2650525500PE,NIFTY,0.0,2026-05-05,25500.0,0.05,65,PE,NFO-OPT,NFO
19009026,74254,NIFTY2650525450CE,NIFTY,0.0,2026-05-05,25450.0,0.05,65,CE,NFO-OPT,NFO
19009282,74255,NIFTY2650525450PE,NIFTY,0.0,2026-05-05,25450.0,0.05,65,PE,NFO-OPT,NFO
19008514,74252,NIFTY2650525400CE,NIFTY,0.0,2026-05-05,25400.0,0.05,65,CE,NFO-OPT,NFO
19008770,74253,NIFTY2650525400PE,NIFTY,0.0,2026-05-05,25400.0,0.05,65,PE,NFO-OPT,NFO
19008002,74250,NIFTY2650525350CE,NIFTY,0.0,2026-05-05,25350.0,0.05,65,CE,NFO-OPT,NFO
19008258,74251,NIFTY2650525350PE,NIFTY,0.0,2026-05-05,25350.0,0.05,65,PE,NFO-OPT,NFO
19007234,74247,NIFTY2650525300CE,NIFTY,0.0,2026-05-05,25300.0,0.05,65,CE,NFO-OPT,NFO
19007746,74249,NIFTY2650525300PE,NIFTY,0.0,2026-05-05,25300.0,0.05,65,PE,NFO-OPT,NFO
19006466,74244,NIFTY2650525250CE,NIFTY,0.0,2026-05-05,25250.0,0.05,65,CE,NFO-OPT,NFO
19006722,74245,NIFTY2650525250PE,NIFTY,0.0,2026-05-05,25250.0,0.05,65,PE,NFO-OPT,NFO
19005698,74241,NIFTY2650525200CE,NIFTY,0.0,2026-05-05,25200.0,0.05,65,CE,NFO-OPT,NFO
19006210,74243,NIFTY2650525200PE,NIFTY,0.0,2026-05-05,25200.0,0.05,65,PE,NFO-OPT,NFO
19005186,74239,NIFTY2650525150CE,NIFTY,0.0,2026-05-05,25150.0,0.05,65,CE,NFO-OPT,NFO
19005442,74240,NIFTY2650525150PE,NIFTY,0.0,2026-05-05,25150.0,0.05,65,PE,NFO-OPT,NFO
19004674,74237,NIFTY2650525100CE,NIFTY,0.0,2026-05-05,25100.0,0.05,65,CE,NFO-OPT,NFO
19004930,74238,NIFTY2650525100PE,NIFTY,0.0,2026-05-05,25100.0,0.05,65,PE,NFO-OPT,NFO
19004162,74235,NIFTY2650525050CE,NIFTY,0.0,2026-05-05,25050.0,0.05,65,CE,NFO-OPT,NFO
19004418,74236,NIFTY2650525050PE,NIFTY,0.0,2026-05-05,25050.0,0.05,65,PE,NFO-OPT,NFO
19003394,74232,NIFTY2650525000CE,NIFTY,0.0,2026-05-05,25000.0,0.05,65,CE,NFO-OPT,NFO
19003650,74233,NIFTY2650525000PE,NIFTY,0.0,2026-05-05,25000.0,0.05,65,PE,NFO-OPT,NFO
19002882,74230,NIFTY2650524950CE,NIFTY,0.0,2026-05-05,24950.0,0.05,65,CE,NFO-OPT,NFO
19003138,74231,NIFTY2650524950PE,NIFTY,0.0,2026-05-05,24950.0,0.05,65,PE,NFO-OPT,NFO
19002370,74228,NIFTY2650524900CE,NIFTY,0.0,2026-05-05,24900.0,0.05,65,CE,NFO-OPT,NFO
19002626,74229,NIFTY2650524900PE,NIFTY,0.0,2026-05-05,24900.0,0.05,65,PE,NFO-OPT,NFO
19001602,74225,NIFTY2650524850CE,NIFTY,0.0,2026-05-05,24850.0,0.05,65,CE,NFO-OPT,NFO
19001858,74226,NIFTY2650524850PE,NIFTY,0.0,2026-05-05,24850.0,0.05,65,PE,NFO-OPT,NFO
19000322,74220,NIFTY2650524800CE,NIFTY,0.0,2026-05-05,24800.0,0.05,65,CE,NFO-OPT,NFO
19000578,74221,NIFTY2650524800PE,NIFTY,0.0,2026-05-05,24800.0,0.05,65,PE,NFO-OPT,NFO
18999810,74218,NIFTY2650524750CE,NIFTY,0.0,2026-05-05,24750.0,0.05,65,CE,NFO-OPT,NFO
19000066,74219,NIFTY2650524750PE,NIFTY,0.0,2026-05-05,24750.0,0.05,65,PE,NFO-OPT,NFO
18999298,74216,NIFTY2650524700CE,NIFTY,0.0,2026-05-05,24700.0,0.05,65,CE,NFO-OPT,NFO
18999554,74217,NIFTY2650524700PE,NIFTY,0.0,2026-05-05,24700.0,0.05,65,PE,NFO-OPT,NFO
18997506,74209,NIFTY2650524650CE,NIFTY,0.0,2026-05-05,24650.0,0.05,65,CE,NFO-OPT,NFO
18998274,74212,NIFTY2650524650PE,NIFTY,0.0,2026-05-05,24650.0,0.05,65,PE,NFO-OPT,NFO
18994946,74199,NIFTY2650524600CE,NIFTY,0.0,2026-05-05,24600.0,0.05,65,CE,NFO-OPT,NFO
18995202,74200,NIFTY2650524600PE,NIFTY,0.0,2026-05-05,24600.0,0.05,65,PE,NFO-OPT,NFO
18991362,74185,NIFTY2650524550CE,NIFTY,0.0,2026-05-05,24550.0,0.05,65,CE,NFO-OPT,NFO
18994690,74198,NIFTY2650524550PE,NIFTY,0.0,2026-05-05,24550.0,0.05,65,PE,NFO-OPT,NFO
18990338,74181,NIFTY2650524500CE,NIFTY,0.0,2026-05-05,24500.0,0.05,65,CE,NFO-OPT,NFO
18991106,74184,NIFTY2650524500PE,NIFTY,0.0,2026-05-05,24500.0,0.05,65,PE,NFO-OPT,NFO
18989826,74179,NIFTY2650524450CE,NIFTY,0.0,2026-05-05,24450.0,0.05,65,CE,NFO-OPT,NFO
18990082,74180,NIFTY2650524450PE,NIFTY,0.0,2026-05-05,24450.0,0.05,65,PE,NFO-OPT,NFO
18988802,74175,NIFTY2650524400CE,NIFTY,0.0,2026-05-05,24400.0,0.05,65,CE,NFO-OPT,NFO
18989570,74178,NIFTY2650524400PE,NIFTY,0.0,2026-05-05,24400.0,0.05,65,PE,NFO-OPT,NFO
18988290,74173,NIFTY2650524350CE,NIFTY,0.0,2026-05-05,24350.0,0.05,65,CE,NFO-OPT,NFO
18988546,74174,NIFTY2650524350PE,NIFTY,0.0,2026-05-05,24350.0,0.05,65,PE,NFO-OPT,NFO
18987778,74171,NIFTY2650524300CE,NIFTY,0.0,2026-05-05,24300.0,0.05,65,CE,NFO-OPT,NFO
18988034,74172,NIFTY2650524300PE,NIFTY,0.0,2026-05-05,24300.0,0.05,65,PE,NFO-OPT,NFO
18987266,74169,NIFTY2650524250CE,NIFTY,0.0,2026-05-05,24250.0,0.05,65,CE,NFO-OPT,NFO
18969858,74101,NIFTY2650523450CE,NIFTY,0.0,2026-05-05,23450.0,0.05,65,CE,NFO-OPT,NFO
18970114,74102,NIFTY2650523450PE,NIFTY,0.0,2026-05-05,23450.0,0.05,65,PE,NFO-OPT,NFO
18969346,74099,NIFTY2650523400CE,NIFTY,0.0,2026-05-05,23400.0,0.05,65,CE,NFO-OPT,NFO
18969602,74100,NIFTY2650523400PE,NIFTY,0.0,2026-05-05,23400.0,0.05,65,PE,NFO-OPT,NFO
18968834,74097,NIFTY2650523350CE,NIFTY,0.0,2026-05-05,23350.0,0.05,65,CE,NFO-OPT,NFO
18969090,74098,NIFTY2650523350PE,NIFTY,0.0,2026-05-05,23350.0,0.05,65,PE,NFO-OPT,NFO
18968322,74095,NIFTY2650523300CE,NIFTY,0.0,2026-05-05,23300.0,0.05,65,CE,NFO-OPT,NFO
18968578,74096,NIFTY2650523300PE,NIFTY,0.0,2026-05-05,23300.0,0.05,65,PE,NFO-OPT,NFO
18967810,74093,NIFTY2650523250CE,NIFTY,0.0,2026-05-05,23250.0,0.05,65,CE,NFO-OPT,NFO
18968066,74094,NIFTY2650523250PE,NIFTY,0.0,2026-05-05,23250.0,0.05,65,PE,NFO-OPT,NFO
18967298,74091,NIFTY2650523200CE,NIFTY,0.0,2026-05-05,23200.0,0.05,65,CE,NFO-OPT,NFO
18967554,74092,NIFTY2650523200PE,NIFTY,0.0,2026-05-05,23200.0,0.05,65,PE,NFO-OPT,NFO
18966786,74089,NIFTY2650523150CE,NIFTY,0.0,2026-05-05,23150.0,0.05,65,CE,NFO-OPT,NFO
18967042,74090,NIFTY2650523150PE,NIFTY,0.0,2026-05-05,23150.0,0.05,65,PE,NFO-OPT,NFO
18966274,74087,NIFTY2650523100CE,NIFTY,0.0,2026-05-05,23100.0,0.05,65,CE,NFO-OPT,NFO
18966530,74088,NIFTY2650523100PE,NIFTY,0.0,2026-05-05,23100.0,0.05,65,PE,NFO-OPT,NFO
18964482,74080,NIFTY2650523050CE,NIFTY,0.0,2026-05-05,23050.0,0.05,65,CE,NFO-OPT,NFO
18964994,74082,NIFTY2650523050PE,NIFTY,0.0,2026-05-05,23050.0,0.05,65,PE,NFO-OPT,NFO
18963714,74077,NIFTY2650523000CE,NIFTY,0.0,2026-05-05,23000.0,0.05,65,CE,NFO-OPT,NFO
18964226,74079,NIFTY2650523000PE,NIFTY,0.0,2026-05-05,23000.0,0.05,65,PE,NFO-OPT,NFO
18962946,74074,NIFTY2650522950CE,NIFTY,0.0,2026-05-05,22950.0,0.05,65,CE,NFO-OPT,NFO
18963458,74076,NIFTY2650522950PE,NIFTY,0.0,2026-05-05,22950.0,0.05,65,PE,NFO-OPT,NFO
18962434,74072,NIFTY2650522900CE,NIFTY,0.0,2026-05-05,22900.0,0.05,65,CE,NFO-OPT,NFO
18962690,74073,NIFTY2650522900PE,NIFTY,0.0,2026-05-05,22900.0,0.05,65,PE,NFO-OPT,NFO
18949378,74021,NIFTY2650522850CE,NIFTY,0.0,2026-05-05,22850.0,0.05,65,CE,NFO-OPT,NFO
18962178,74071,NIFTY2650522850PE,NIFTY,0.0,2026-05-05,22850.0,0.05,65,PE,NFO-OPT,NFO
18944258,74001,NIFTY2650522800CE,NIFTY,0.0,2026-05-05,22800.0,0.05,65,CE,NFO-OPT,NFO
18949122,74020,NIFTY2650522800PE,NIFTY,0.0,2026-05-05,22800.0,0.05,65,PE,NFO-OPT,NFO
18942210,73993,NIFTY2650522750CE,NIFTY,0.0,2026-05-05,22750.0,0.05,65,CE,NFO-OPT,NFO
18944002,74000,NIFTY2650522750PE,NIFTY,0.0,2026-05-05,22750.0,0.05,65,PE,NFO-OPT,NFO
18941186,73989,NIFTY2650522700CE,NIFTY,0.0,2026-05-05,22700.0,0.05,65,CE,NFO-OPT,NFO
18941954,73992,NIFTY2650522700PE,NIFTY,0.0,2026-05-05,22700.0,0.05,65,PE,NFO-OPT,NFO
18939650,73983,NIFTY2650522650CE,NIFTY,0.0,2026-05-05,22650.0,0.05,65,CE,NFO-OPT,NFO
18940930,73988,NIFTY2650522650PE,NIFTY,0.0,2026-05-05,22650.0,0.05,65,PE,NFO-OPT,NFO
18936322,73970,NIFTY2650522600CE,NIFTY,0.0,2026-05-05,22600.0,0.05,65,CE,NFO-OPT,NFO
18936578,73971,NIFTY2650522600PE,NIFTY,0.0,2026-05-05,22600.0,0.05,65,PE,NFO-OPT,NFO
18934018,73961,NIFTY2650522550CE,NIFTY,0.0,2026-05-05,22550.0,0.05,65,CE,NFO-OPT,NFO
18935042,73965,NIFTY2650522550PE,NIFTY,0.0,2026-05-05,22550.0,0.05,65,PE,NFO-OPT,NFO
18923266,73919,NIFTY2650522500CE,NIFTY,0.0,2026-05-05,22500.0,0.05,65,CE,NFO-OPT,NFO
18933762,73960,NIFTY2650522500PE,NIFTY,0.0,2026-05-05,22500.0,0.05,65,PE,NFO-OPT,NFO
18922754,73917,NIFTY2650522450CE,NIFTY,0.0,2026-05-05,22450.0,0.05,65,CE,NFO-OPT,NFO
18923010,73918,NIFTY2650522450PE,NIFTY,0.0,2026-05-05,22450.0,0.05,65,PE,NFO-OPT,NFO
18881026,73754,NIFTY2650522400CE,NIFTY,0.0,2026-05-05,22400.0,0.05,65,CE,NFO-OPT,NFO
18922498,73916,NIFTY2650522400PE,NIFTY,0.0,2026-05-05,22400.0,0.05,65,PE,NFO-OPT,NFO
18880514,73752,NIFTY2650522350CE,NIFTY,0.0,2026-05-05,22350.0,0.05,65,CE,NFO-OPT,NFO
18880770,73753,NIFTY2650522350PE,NIFTY,0.0,2026-05-05,22350.0,0.05,65,PE,NFO-OPT,NFO
18880002,73750,NIFTY2650522300CE,NIFTY,0.0,2026-05-05,22300.0,0.05,65,CE,NFO-OPT,NFO
18880258,73751,NIFTY2650522300PE,NIFTY,0.0,2026-05-05,22300.0,0.05,65,PE,NFO-OPT,NFO
18879490,73748,NIFTY2650522250CE,NIFTY,0.0,2026-05-05,22250.0,0.05,65,CE,NFO-OPT,NFO
18879746,73749,NIFTY2650522250PE,NIFTY,0.0,2026-05-05,22250.0,0.05,65,PE,NFO-OPT,NFO
18878978,73746,NIFTY2650522200CE,NIFTY,0.0,2026-05-05,22200.0,0.05,65,CE,NFO-OPT,NFO
18879234,73747,NIFTY2650522200PE,NIFTY,0.0,2026-05-05,22200.0,0.05,65,PE,NFO-OPT,NFO
18876930,73738,NIFTY2650522150CE,NIFTY,0.0,2026-05-05,22150.0,0.05,65,CE,NFO-OPT,NFO
18878722,73745,NIFTY2650522150PE,NIFTY,0.0,2026-05-05,22150.0,0.05,65,PE,NFO-OPT,NFO
18876418,73736,NIFTY2650522100CE,NIFTY,0.0,2026-05-05,22100.0,0.05,65,CE,NFO-OPT,NFO
18876674,73737,NIFTY2650522100PE,NIFTY,0.0,2026-05-05,22100.0,0.05,65,PE,NFO-OPT,NFO
18875906,73734,NIFTY2650522050CE,NIFTY,0.0,2026-05-05,22050.0,0.05,65,CE,NFO-OPT,NFO
18876162,73735,NIFTY2650522050PE,NIFTY,0.0,2026-05-05,22050.0,0.05,65,PE,NFO-OPT,NFO
18875394,73732,NIFTY2650522000CE,NIFTY,0.0,2026-05-05,22000.0,0.05,65,CE,NFO-OPT,NFO
18875650,73733,NIFTY2650522000PE,NIFTY,0.0,2026-05-05,22000.0,0.05,65,PE,NFO-OPT,NFO
